Class,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
1,0.03,-0.03,0.99,0.31,-1.46,-47.18
1,-0.04,-0.04,1,-1.04,5.19,-44.07
1,0.04,0,0.98,0.55,0.31,-43.88
1,-0.01,-0.03,0.99,0.24,3.11,-41.87
1,0.02,-0.02,0.99,-0.67,0.92,-62.62
1,-0.01,-0.04,1,0.43,1.59,-67.02
1,0.03,-0.01,0.98,1.04,1.59,-68.36
1,0.02,-0.02,1,4.09,1.53,-65.37
1,0,-0.01,1,1.77,0.49,-43.76
1,0.02,-0.01,0.99,1.89,2.75,-38.39
1,0,-0.03,0.99,1.22,-0.06,-21.48
1,0,-0.02,0.99,1.28,2.93,-33.94
1,0,-0.02,0.99,0.37,1.59,-39.79
1,0.01,-0.02,0.98,-0.18,3.42,-38.51
1,0.03,-0.01,0.99,3.85,0.06,-85.21
1,-0.02,-0.04,0.98,0.98,2.26,-137.88
1,0.04,-0.04,0.99,2.14,5.37,-171.2
1,-0.01,-0.01,1,0.18,2.69,-93.26
1,-0.03,-0.01,0.99,2.93,-0.73,-46.75
1,-0.02,-0.01,1,2.81,2.62,-75.56
1,-0.04,0,0.99,4.46,-0.55,-73.97
1,0.04,-0.06,0.99,5.92,2.14,-84.53
1,-0.01,-0.08,0.99,5.07,2.32,-106.2
1,0,-0.01,0.99,4.15,3.3,-139.89
1,-0.01,-0.04,0.98,3.05,2.01,-95.83
1,-0.03,0,0.99,2.44,2.08,-92.77
1,-0.04,0,0.99,0.85,0.61,-76.97
1,-0.02,-0.02,0.98,4.82,2.44,-62.62
1,-0.03,-0.01,0.99,2.01,1.04,-46.08
1,-0.05,-0.01,1,2.87,2.32,-73.43
1,-0.01,-0.03,1,4.94,-0.06,-87.95
1,-0.03,0.02,0.99,3.66,0.49,-77.33
1,-0.03,-0.01,0.99,4.21,2.93,-58.23
1,-0.02,-0.01,0.99,4.82,2.01,-73
1,-0.05,-0.03,1,2.75,0.43,-73.67
1,-0.02,-0.02,1,2.44,2.44,-63.96
1,-0.1,-0.01,0.99,0.67,2.69,-73.79
1,-0.01,0,1,4.21,2.75,-85.63
1,-0.05,0.02,1,1.83,2.14,-101.44
1,-0.02,0.05,1,5.43,0.98,-85.51
1,-0.02,0.02,0.98,0.79,-0.55,-88.75
1,-0.05,-0.01,0.99,1.04,1.28,-100.4
1,-0.06,-0.06,1.04,-4.21,3.48,-118.1
1,-0.04,0.05,0.99,1.77,1.53,-123.96
1,-0.01,0.04,0.99,10.44,3.72,-87.16
1,-0.05,0.03,0.99,-10.5,1.22,-88.44
1,0.09,0.08,0.98,15.69,12.94,-78.86
1,-0.03,0.03,0.99,-3.6,-3.42,-67.08
1,0.02,-0.01,0.99,4.88,3.3,-90.45
1,0,0.04,1,-1.89,-1.04,-80.51
1,0,0.03,1,12.08,4.64,-72.57
1,0,0.06,0.99,4.52,-0.49,-69.27
1,0.01,0.04,0.98,6.65,-0.55,-75.2
1,0.01,0.02,0.99,2.87,-1.34,-52.49
1,-0.03,0.03,0.99,2.75,1.4,-70.01
1,-0.04,0,1,2.56,1.71,-85.94
1,0.01,0.04,0.98,-0.67,-1.46,-83.8
1,0.02,0.02,0.99,4.46,6.1,-49.01
1,0,0.01,0.99,1.4,0.79,-55.36
1,0.03,0.01,1,2.62,3.54,-27.47
1,0.01,0.03,0.98,2.44,4.58,-8.36
1,0.03,0.02,0.99,2.14,3.11,-7.51
1,0.02,0.03,0.99,-3.23,9.89,-19.65
1,0.06,0.02,0.99,3.36,-2.2,-47.85
1,0.02,0,0.99,1.1,9.03,-37.78
1,0.05,0.01,0.98,-1.34,3.23,-36.07
1,0.05,0.01,0.97,-5.19,11.29,-25.88
1,0.05,0.03,0.99,-3.11,7.2,-8.54
1,0.07,0.02,0.99,-0.12,2.75,-13.61
1,0.07,0.03,0.99,-1.34,5,-1.83
1,0.08,0.02,0.99,5.13,-2.38,1.83
1,0.06,0.03,0.98,8.67,-15.26,5.74
1,0.04,0.01,0.99,6.1,-11.54,6.41
1,0.03,0.02,1,-0.79,-19.53,5.07
1,0.05,0.02,0.98,1.22,-2.01,3.54
1,0.02,0.01,1,1.16,0.24,8.12
1,0.03,0.03,0.99,-3.6,-3.48,44.68
1,0.03,0.04,0.99,-6.1,-2.62,85.82
1,0.02,0.02,1.01,0.73,1.1,85.57
1,-0.01,0,0.99,1.04,6.77,115.54
1,-0.02,0.03,0.98,-1.22,2.56,98.82
1,0.01,0.05,1,-0.61,2.87,97.78
1,0,0.04,1,1.04,0.24,100.22
1,-0.01,0.03,1,1.1,-0.55,91.31
1,0,0.03,0.99,2.81,2.01,81.12
1,0.02,0.05,0.99,3.17,-0.06,68.73
1,-0.01,0.03,1,2.69,2.5,77.21
1,0.06,0.05,1,3.6,3.66,130.43
1,-0.01,0.02,1,3.05,-1.34,104.74
1,0,0.01,1.01,0.61,-1.46,138.85
1,0.01,0.04,1.01,2.93,1.16,77.94
1,-0.05,0.05,1,-1.22,-2.44,132.14
1,-0.03,-0.04,0.99,0.92,2.26,127.08
1,0,0.02,1,1.53,-1.71,110.41
1,-0.03,-0.02,0.99,-1.65,-0.79,118.71
1,-0.01,0.01,1,1.04,2.26,62.93
1,-0.04,0.03,1,2.75,2.62,64.39
1,-0.01,0,1,-0.18,-2.75,58.9
1,0,-0.02,0.99,-1.22,-9.22,94.97
1,-0.04,-0.01,1,3.11,3.6,70.62
1,-0.05,0.02,1,1.28,-0.43,74.52
1,-0.1,0.01,1.02,-5.07,-5.43,80.87
1,0.06,-0.12,1.01,7.14,8.12,42.54
1,-0.07,0.07,1,3.91,1.16,79.35
1,-0.07,0,1,1.95,-0.61,25.57
1,0,-0.03,1,2.26,0.49,51.57
1,-0.13,0.07,1.03,2.99,-9.77,37.23
1,0.04,-0.06,1,0.12,-2.69,48.77
1,-0.04,-0.09,0.99,-2.56,-3.6,41.56
1,0,0.01,1,2.99,-0.61,20.08
1,-0.06,0,1,4.27,0.18,10.07
1,0,0.01,1,0.37,-2.14,-11.47
1,-0.05,-0.01,1,2.81,-2.56,15.63
1,0,-0.07,1,1.28,-0.73,-1.16
1,-0.01,0.01,0.99,3.48,0,3.48
1,-0.02,-0.03,1,1.04,1.1,-6.04
1,-0.05,0.01,0.99,3.85,1.04,-0.98
1,0.01,-0.04,0.99,1.34,1.83,7.32
1,-0.03,-0.01,1,2.69,2.93,-4.03
1,-0.03,-0.03,1,0.24,1.34,4.15
1,-0.01,-0.03,1,-0.73,0.06,-3.42
1,-0.02,-0.02,0.99,1.1,1.16,3.05
1,-0.03,-0.02,0.99,-0.31,0.06,-0.79
1,-0.03,0,1,1.46,0.98,2.01
1,-0.02,-0.02,0.99,1.28,2.32,-1.28
1,-0.01,-0.02,1,2.44,1.95,-2.69
1,-0.02,-0.01,0.99,2.99,1.22,-6.71
1,-0.02,-0.02,0.99,2.56,1.4,-5.86
1,-0.04,-0.01,0.99,3.85,2.5,-5.19
1,-0.03,-0.01,1,3.66,1.77,-1.28
1,-0.01,-0.05,0.99,2.87,3.36,-2.93
1,-0.01,-0.03,0.99,3.11,1.71,-3.72
1,-0.03,-0.02,1,2.14,2.87,-8.61
1,-0.03,-0.02,0.99,2.81,2.01,-12.02
1,-0.01,0.02,1.01,3.11,3.3,-9.83
1,-0.03,-0.01,1,-0.79,0.31,-2.38
1,-0.01,-0.04,0.99,1.53,2.08,5.74
1,0.01,-0.06,1,0.49,0.24,0.43
1,-0.02,-0.03,0.99,1.65,0.73,-1.65
1,-0.03,-0.01,0.99,1.77,-0.31,-1.53
1,-0.01,-0.03,0.99,0.61,0.55,-0.85
1,0,-0.06,1,0.24,0.55,-1.89
1,-0.03,-0.09,1.03,3.54,0.24,-1.89
1,-0.01,-0.08,1,3.3,-1.16,-2.38
1,-0.02,-0.03,0.99,0.49,0.31,0
1,-0.02,-0.03,0.99,-0.43,-0.43,0.49
1,-0.02,-0.02,0.99,-0.49,-0.55,0.18
1,-0.02,-0.02,0.99,0.24,-0.06,0
1,-0.02,-0.02,0.99,1.1,-0.49,-0.12
1,-0.02,-0.02,0.99,1.71,0.98,0.37
1,-0.02,-0.02,0.99,0.49,0,0.43
1,-0.02,-0.02,0.99,1.16,0.24,0.24
1,-0.02,-0.02,0.99,2.62,0.98,0.06
1,-0.02,-0.02,0.99,1.95,0.79,0.24
1,-0.02,-0.02,0.99,2.14,0.73,0.06
1,-0.03,-0.02,0.99,0.67,-0.67,0.49
1,-0.02,-0.02,0.99,0.61,-0.18,0.18
1,-0.03,-0.01,0.99,1.89,0.18,0.06
1,-0.02,-0.02,0.99,2.32,1.34,0.12
1,-0.02,-0.02,0.99,2.01,0.98,0.12
1,-0.02,-0.02,0.99,0.18,-0.49,0.67
1,-0.03,-0.01,0.99,1.04,-0.73,0.31
1,-0.03,-0.02,0.99,2.81,1.04,0.12
1,-0.02,-0.02,0.99,2.69,1.46,0.12
1,-0.02,-0.02,0.99,1.1,-0.43,0.37
1,-0.02,-0.02,0.99,0.18,-0.24,0.43
1,-0.03,-0.01,0.99,1.22,-0.18,-0.06
1,-0.03,-0.02,0.99,2.38,1.1,0.06
1,-0.03,-0.02,0.99,2.99,1.28,0.24
1,-0.02,-0.02,0.99,2.08,0.85,0.18
1,-0.03,-0.02,0.99,0.92,-0.61,0.37
1,-0.03,-0.02,0.99,0.37,-0.12,0.43
1,-0.03,-0.02,0.99,1.53,0.24,0.49
1,-0.03,-0.02,0.99,3.05,1.1,0.06
1,-0.02,-0.02,0.99,2.01,0.61,0.24
1,-0.02,-0.02,0.99,0.24,-0.24,0.55
1,-0.03,-0.02,0.99,0.61,-0.49,0.24
1,-0.03,-0.01,0.99,2.99,1.53,-0.06
1,-0.02,-0.02,0.99,2.99,1.77,0
1,-0.02,-0.03,0.99,1.46,0,0.31
1,-0.03,-0.02,0.99,-0.67,-0.73,0.61
1,-0.03,-0.01,0.99,1.22,0,-0.12
1,-0.03,-0.02,0.99,2.5,1.53,0.18
1,-0.03,-0.02,0.99,2.08,1.04,0.24
1,-0.03,-0.02,0.99,1.53,0.31,0.37
1,-0.03,-0.02,0.99,-0.31,-0.92,0.31
1,-0.04,-0.01,0.98,2.62,0.55,-0.12
1,-0.03,-0.02,0.99,3.36,2.44,-0.06
1,-0.03,-0.02,0.99,1.59,0.18,0.24
1,-0.03,-0.02,0.99,-0.06,-0.55,0.55
1,-0.03,-0.02,0.99,0.31,-0.61,-0.06
1,-0.03,-0.01,0.99,3.17,1.95,0.12
1,-0.03,-0.02,0.99,2.87,2.01,0.24
1,-0.03,-0.02,0.99,1.04,-0.06,0.37
1,-0.03,-0.01,0.99,-0.06,-1.22,0.31
1,-0.03,-0.02,0.99,2.01,0.37,0.18
1,-0.03,-0.02,0.99,1.95,0.92,0.24
1,-0.03,-0.01,0.99,2.01,0.98,0.18
1,-0.03,-0.02,0.99,2.2,0.67,0.24
1,-0.03,-0.02,0.99,0.37,-0.85,0.55
1,-0.03,-0.02,0.99,0.85,-0.61,0.49
1,-0.03,-0.01,0.99,2.08,1.34,0.18
1,-0.03,-0.02,0.99,2.2,1.22,0.43
1,-0.03,-0.02,0.99,1.95,0.79,0.24
1,-0.03,-0.02,0.99,1.95,0.92,0.49
1,-0.03,-0.02,0.99,0.92,-0.24,0.43
1,-0.03,-0.02,0.99,1.22,-0.06,0.31
1,-0.03,-0.02,0.99,1.59,0.37,0.31
1,-0.03,-0.02,0.99,2.01,0.73,0.24
1,-0.03,-0.02,0.99,1.16,-0.12,0.24
1,-0.03,-0.01,0.99,1.53,0.49,0.12
1,-0.03,-0.02,0.99,1.53,0.18,-0.06
1,-0.03,-0.02,0.99,1.71,0.18,0.18
1,-0.03,-0.02,0.99,1.16,0.43,0.24
1,-0.03,-0.02,0.99,1.16,0.24,0.24
1,-0.03,-0.02,0.99,0.79,-0.43,0.31
1,-0.03,-0.02,0.99,-0.31,-0.12,1.22
1,-0.03,-0.02,0.99,0.43,-1.89,0.12
1,-0.04,0,0.99,0.49,0.06,0.49
1,-0.04,-0.01,0.99,1.95,1.04,0.49
1,-0.04,-0.01,0.99,1.95,0.98,0.24
1,-0.04,-0.01,0.99,1.95,0.67,0.12
1,-0.03,-0.01,0.99,2.08,0.43,0.06
1,-0.04,-0.01,0.99,1.89,0.06,0.12
1,-0.04,-0.01,0.99,1.59,0.43,0.06
1,-0.04,-0.01,0.99,2.08,0.79,0
1,-0.04,-0.01,0.99,2.2,1.46,0.12
1,-0.03,-0.01,0.99,2.14,0.49,0.06
1,-0.04,-0.01,0.99,1.89,0.92,0.18
1,-0.03,-0.01,0.99,1.53,-0.31,0.24
1,-0.04,-0.01,0.99,2.01,1.1,0.12
1,-0.03,-0.02,0.99,2.26,1.34,0.37
1,-0.03,-0.02,0.99,1.71,1.16,0.31
1,-0.04,-0.02,0.99,1.71,0.12,0.18
1,-0.03,-0.01,0.99,1.59,0.61,0.43
1,-0.04,-0.02,0.99,1.34,0.31,0.24
1,-0.03,-0.02,0.99,1.83,0.67,0.37
1,-0.03,-0.02,0.99,1.71,0.61,0.31
1,-0.03,-0.02,0.99,1.53,0.37,0.43
1,-0.03,-0.02,0.99,1.4,0.43,0.31
1,-0.03,-0.02,0.99,1.46,0.49,0.43
1,-0.03,-0.02,0.99,1.46,0.49,0.49
1,-0.03,-0.02,0.99,1.28,-0.12,0.37
1,-0.03,-0.01,0.99,1.22,-0.12,0.31
1,-0.03,-0.01,0.99,1.71,0.73,0.12
1,-0.03,-0.02,0.99,1.53,0.61,0.24
1,-0.04,-0.01,0.99,1.59,0.37,0.18
1,-0.03,-0.01,0.99,1.83,0.55,0.18
1,-0.03,-0.01,0.99,1.46,0.79,0.31
1,-0.03,-0.01,0.99,1.71,0.43,0.18
1,-0.03,-0.01,0.99,1.77,0.61,0.12
1,-0.03,-0.01,0.99,1.59,0.61,0.31
1,-0.03,-0.02,0.99,1.71,0.61,0.24
1,-0.03,-0.01,0.99,1.16,0.31,0.24
1,-0.03,-0.01,0.99,1.46,0.18,0.37
1,-0.03,-0.02,0.99,1.65,0.31,0.18
1,-0.03,-0.02,0.99,1.95,0.61,0.18
1,-0.03,-0.01,0.99,1.46,0.37,0.31
1,-0.04,-0.01,0.99,1.34,0.12,0.18
1,-0.03,-0.01,0.99,1.71,0.55,0.31
1,-0.03,-0.01,0.99,1.59,0.79,0.31
1,-0.03,-0.01,0.99,1.46,0.24,0.18
1,-0.04,-0.01,0.99,1.46,0.18,0.24
1,-0.04,-0.01,0.99,1.4,0,0.24
1,-0.03,-0.01,0.99,1.28,0.49,0.31
1,-0.03,-0.01,0.99,1.65,0.61,0.31
1,-0.03,-0.01,0.99,1.71,0.43,0.18
1,-0.03,-0.02,0.99,1.16,0.24,0.31
1,-0.04,-0.02,0.99,0.73,-1.1,0.12
1,-0.04,-0.01,0.99,0.98,0,0.24
1,-0.04,-0.01,0.99,2.01,0.67,0.12
1,-0.04,-0.01,0.99,2.38,1.59,0.37
1,-0.04,-0.02,0.99,1.28,-0.06,0.24
1,-0.04,-0.01,0.99,1.04,0,0.24
1,-0.04,-0.01,0.99,1.77,0.24,0.06
1,-0.04,-0.01,0.99,1.34,0.24,0.18
1,-0.04,-0.01,0.99,1.1,0.06,0.06
1,-0.04,-0.01,0.99,1.71,0.73,0.31
1,-0.04,-0.01,0.99,1.71,0.61,0.24
1,-0.04,-0.01,0.99,1.71,0.61,0.43
1,-0.04,-0.01,0.99,1.53,0.55,0.31
1,-0.04,-0.01,0.99,1.89,0.79,0.37
1,-0.04,-0.01,0.99,1.65,0.92,0.37
1,-0.04,-0.01,0.99,1.53,0.43,0.31
1,-0.04,-0.01,0.99,0.67,0.43,0.49
1,-0.04,-0.02,0.99,0.43,0.24,0.79
1,-0.07,0.02,0.97,0.85,1.16,0.73
1,-0.06,-0.06,0.95,1.1,2.01,0.18
1,-0.03,-0.07,0.99,1.65,5.74,-3.05
1,-0.02,-0.04,0.99,0,1.28,-4.52
1,-0.02,0.03,1,0.79,-15.2,-3.23
1,-0.03,-0.03,1,4.21,0.49,-5.92
1,-0.03,0.01,0.99,3.85,-0.43,-5.74
1,-0.02,-0.02,0.99,2.93,-0.37,-3.11
1,-0.03,-0.01,0.99,2.99,-0.37,-2.87
1,-0.04,0,0.99,1.4,-0.85,-2.5
1,-0.04,0,0.99,-0.06,-0.79,-2.99
1,-0.06,0.02,0.99,0.49,-1.4,-1.59
1,-0.05,0,0.99,-1.16,-1.46,-1.4
1,-0.05,-0.01,0.98,-0.85,-2.26,-1.1
1,-0.05,0.01,0.99,-1.04,-2.62,-2.38
1,-0.03,-0.01,0.98,-0.06,-3.36,-2.75
1,-0.05,0.01,0.99,-0.61,-1.77,-2.01
1,-0.04,-0.02,0.99,1.53,-0.12,-0.98
1,-0.06,0.01,0.98,2.2,-0.24,-1.16
1,-0.02,-0.01,0.98,3.72,-0.55,0
1,-0.07,0.02,1,4.09,-0.73,0.92
1,-0.1,0.03,0.99,2.01,-3.91,-0.73
1,-0.06,0.02,0.98,1.16,-2.87,-1.16
1,-0.05,0.01,1,0.92,-3.66,-1.04
1,-0.08,0.02,0.99,1.59,-5.07,-0.12
1,-0.09,0.01,0.98,-0.24,-3.78,1.59
1,-0.11,0.01,0.98,-0.79,-3.48,-0.55
1,-0.11,0,0.99,-0.85,-2.69,3.72
1,-0.15,0.04,0.98,-0.37,-4.09,6.1
1,-0.14,0.04,0.99,-1.16,-1.22,5.8
1,-0.14,0.04,0.99,0.73,-0.18,6.47
1,-0.13,0.02,0.98,-0.18,-0.55,8
1,-0.08,0,0.98,0,2.56,6.96
1,-0.13,0.02,0.98,-0.24,2.87,1.65
1,-0.09,0,0.99,2.38,4.76,0.18
1,-0.09,0.02,1,4.33,3.6,-3.72
1,-0.07,0.01,0.99,3.17,1.4,-6.71
1,-0.03,0.02,0.99,3.17,2.38,-5.74
1,-0.11,0.06,0.98,4.46,-5.62,-6.96
1,-0.05,0.01,0.98,4.03,-8,-4.82
1,-0.11,0.02,1.01,1.59,-5.62,-3.85
1,-0.02,-0.03,0.99,0.06,-9.4,-2.81
1,-0.15,0.04,0.96,-1.83,-7.26,-7.14
1,-0.19,0.06,0.98,0.67,-4.15,-4.52
1,-0.13,0.03,0.99,3.05,-1.4,1.16
1,-0.15,0.05,0.96,0,-6.84,-10.13
1,-0.12,0.03,0.97,-6.41,-2.99,-15.75
1,-0.13,0.07,0.96,-2.56,2.2,-17.03
1,-0.21,0.06,1.01,-0.18,3.48,-9.83
1,-0.19,0.04,0.96,-3.42,0.43,-8.97
1,-0.15,0.06,0.99,-2.75,-0.98,3.3
1,-0.12,0.06,1.01,-4.88,-1.83,5.31
1,-0.16,0.06,0.99,-14.47,-15.01,13.73
1,-0.17,0.13,0.98,-14.65,-24.84,14.71
1,-0.26,0.09,0.89,-8.36,-27.65,21.91
1,-0.22,0.13,0.94,-0.73,-4.82,11.54
1,-0.33,0.08,0.98,3.54,-3.11,20.39
1,-0.26,0.08,0.96,5.74,4.03,19.04
1,-0.24,0.09,0.97,5.55,7.87,11.11
1,-0.22,0.1,0.96,2.62,7.69,10.25
1,-0.23,0.07,0.96,5.19,14.04,12.08
1,-0.2,0.07,0.97,6.1,15.01,7.81
1,-0.21,0.05,0.96,7.87,19.65,8.18
1,-0.18,0.03,0.98,9.95,22.71,11.6
1,-0.1,0.01,0.97,7.32,8.91,16.36
1,-0.16,0.06,0.96,8.48,12.39,9.89
1,-0.08,-0.03,0.99,3.78,5.07,12.21
1,-0.12,0.02,0.99,7.39,6.71,7.75
1,-0.09,0.04,0.96,3.05,9.09,4.21
1,-0.06,-0.01,1,3.85,4.21,6.53
1,-0.1,-0.02,0.98,0.92,2.38,6.53
1,-0.1,0.02,0.97,2.93,0.85,8.48
1,-0.06,0.01,0.96,3.48,4.09,-1.65
1,-0.07,-0.01,1,4.21,0.67,-2.08
1,-0.08,0,0.98,-0.79,0.24,-2.75
1,-0.09,0,0.98,-1.65,-4.7,-0.79
1,-0.12,0.01,0.99,-0.18,-3.91,0.18
1,-0.11,0,0.98,0.92,-0.06,-0.49
1,-0.11,0.01,0.98,1.89,2.62,-0.24
1,-0.09,0.01,0.98,-1.22,0.31,0.06
1,-0.1,0,0.98,-0.31,-1.65,1.4
1,-0.1,0.01,0.99,2.08,0.18,0.31
1,-0.13,0.01,0.94,4.82,-1.83,0.85
1,-0.11,0.01,0.98,6.04,4.46,3.91
1,-0.11,-0.01,0.98,6.71,1.1,11.6
1,-0.1,0,1.01,6.04,4.82,8
1,-0.11,0,0.98,7.45,4.64,14.28
1,-0.08,-0.03,0.98,8.61,4.7,10.38
1,-0.09,-0.02,0.97,-2.56,-4.7,3.97
1,-0.11,-0.03,0.97,-6.1,-19.47,-14.28
1,-0.13,0.05,0.94,-5.07,-8.12,8
1,-0.12,-0.04,1.04,-10.68,17.27,17.03
1,-0.1,0.01,0.96,-2.69,6.65,-2.99
1,-0.1,0.02,0.98,-1.34,-11.72,-0.67
1,-0.13,0.01,0.97,-3.66,-8.61,3.91
1,-0.12,0.05,0.99,-2.69,-13.31,7.14
1,-0.14,0.07,1.06,3.66,25.09,-8.36
1,-0.11,0.08,0.97,-2.26,-28.14,-2.56
1,-0.2,0.01,0.93,-1.28,-42.72,-7.57
1,-0.19,0.02,0.96,3.05,5.49,-17.09
1,-0.19,0.03,0.98,-0.18,1.1,-25.09
1,-0.19,0.01,0.94,0.43,5.19,-8.97
1,-0.18,0.02,0.99,10.19,6.59,1.65
1,-0.18,0.03,0.96,3.11,-2.01,6.04
1,-0.17,0.01,0.98,6.71,4.58,20.02
1,-0.2,-0.01,0.94,12.82,2.32,18.43
1,-0.18,-0.03,0.94,8,1.77,7.51
1,-0.16,-0.02,0.99,6.84,6.53,3.36
1,-0.15,-0.03,0.98,5.92,0.49,3.66
1,-0.19,-0.03,1,5.74,1.71,-3.66
1,-0.18,-0.03,1,5.25,2.69,-5.07
1,-0.17,-0.03,0.97,4.27,4.94,-2.01
1,-0.14,-0.04,0.99,4.76,16.11,-5.92
1,-0.13,-0.03,0.99,3.91,9.09,-3.66
1,-0.12,-0.06,0.96,7.26,5.37,-1.65
1,-0.17,-0.05,0.99,0.31,2.32,-1.4
1,-0.14,-0.05,0.99,3.17,0.61,-1.4
1,-0.15,-0.04,0.99,-4.27,-4.76,1.16
1,-0.16,-0.04,0.97,0.92,-5.62,-1.28
1,-0.11,-0.02,0.92,0.67,-6.77,5.25
1,-0.16,-0.03,0.98,0.49,3.23,0.55
1,-0.11,-0.03,0.98,5.98,4.52,7.93
1,-0.13,-0.04,0.98,0.49,0,4.88
1,-0.12,-0.02,0.98,0.49,-2.44,-1.53
1,-0.15,-0.02,0.97,4.52,-3.48,5.98
1,-0.18,-0.07,0.97,-1.1,-4.46,4.76
1,-0.17,-0.01,0.92,-5.31,-8.18,-8.48
1,-0.17,0,1,-2.87,10.19,-7.02
1,-0.15,0,0.97,-7.2,-6.1,-15.56
1,0.12,0.05,1.01,-5.62,-4.88,-16.66
1,-0.16,0,0.97,-11.96,-5.25,-5.31
1,-0.05,0.05,1.03,-18.37,-1.34,-17.27
1,-0.17,0.04,0.94,-6.9,7.45,-13.73
1,-0.19,0.07,0.96,-15.63,2.62,-8.54
1,-0.17,0.11,0.98,-14.65,3.78,1.71
1,-0.14,0.09,0.92,-0.61,13.24,-7.2
1,-0.11,0.13,0.98,6.41,18.74,-3.6
1,-0.09,0.1,0.97,16.36,19.41,-2.32
1,-0.07,0.09,0.98,12.63,14.47,-1.89
1,-0.08,0.07,0.99,4.82,6.47,3.3
1,-0.05,0.07,0.99,4.58,5.49,-6.29
1,-0.07,0.09,1,3.6,5.37,-1.77
1,-0.04,0.06,0.97,2.14,3.3,-1.59
1,-0.05,0.07,0.97,1.83,2.75,-1.4
1,-0.06,0.06,0.99,1.46,-0.79,-3.05
1,-0.05,0.06,0.97,5,6.65,-2.69
1,-0.01,0.06,0.99,3.3,4.09,-2.56
1,-0.02,0.04,0.98,-1.1,3.91,-2.56
1,0.01,0.02,1,-2.44,6.84,-1.46
1,-0.01,0.05,0.99,-10.13,2.87,-8.3
1,-0.03,0.01,1,-6.53,3.66,-4.21
1,-0.02,0,1,-3.17,8.54,-12.02
1,0.02,0.07,1,1.83,8.97,-17.76
1,0.03,0.07,0.98,11.96,5.37,-5.43
1,0.03,0.1,0.99,4.88,2.87,-7.57
1,0.03,0.09,0.99,2.32,0.79,-13.43
1,0,0.1,0.99,-2.62,-0.24,-32.29
1,0.02,0.08,0.98,1.95,-0.49,-26.49
1,0.03,0.08,0.98,3.3,-0.12,-21.3
1,0.02,0.08,0.99,2.56,-1.22,-23.19
1,0,0.08,0.99,0.61,-1.59,-25.27
1,0.02,0.1,0.98,-5.19,-1.16,-30.33
1,0.03,0.1,0.97,-0.61,0.06,-13.12
1,0.03,0.1,1,-0.24,3.48,-9.95
1,0.03,0.1,0.99,-0.49,4.94,-4.09
1,0.04,0.13,1,1.34,3.48,1.46
1,0.04,0.07,1,0,2.01,10.93
1,0.04,0.11,0.99,-0.43,1.83,8.42
1,0.05,0.09,0.99,-0.12,1.1,1.65
1,0.06,0.12,0.97,-2.2,0.79,1.77
1,0.04,0.17,0.99,-5.31,-1.04,-0.55
1,0.08,0.1,0.97,-3.11,-0.98,5.25
1,0.02,0.16,0.98,-9.03,1.04,3.42
1,0.04,0.13,0.99,-8.12,4.09,3.66
1,0.07,0.15,0.99,-0.24,2.75,3.36
1,0.08,0.13,0.96,-0.12,0.18,7.08
1,0.05,0.18,0.96,1.22,0.55,6.35
1,0.07,0.12,1,5.74,-2.01,11.9
1,0.09,0.14,0.98,17.52,-1.59,18.37
1,0.03,0.11,0.97,10.74,-4.39,16.97
1,0,0.08,0.96,14.16,1.22,16.36
1,-0.07,0.12,0.97,5.49,-1.71,12.82
1,0.03,0.08,0.99,4.46,-5.19,10.38
1,-0.04,0.09,0.98,7.39,-1.53,14.04
1,0.07,0.05,1,5.37,-1.04,13.92
1,0.05,0,0.93,0.67,1.34,8.24
1,-0.02,0.11,0.98,-9.03,2.44,14.04
1,-0.03,0.11,0.97,-4.76,0.73,15.38
1,0.03,0.13,0.97,-4.03,4.76,14.16
1,-0.04,0.11,0.98,4.09,1.65,18.62
1,0.02,0.14,0.99,7.02,1.83,9.22
1,-0.08,0.1,1,8.97,-3.11,11.41
1,0,0.09,0.99,15.99,0.98,4.03
1,-0.12,0.07,0.97,9.64,-9.64,-4.64
1,-0.04,0.02,1,31.13,-9.64,-2.26
1,-0.11,0.02,1,5.43,-20.2,-6.53
1,-0.12,0.01,0.95,-9.89,-30.09,1.22
1,-0.02,-0.04,1.02,4.94,28.32,-34.91
1,-0.04,0.04,1,-4.33,-8.54,0.79
1,-0.04,0.05,0.97,-1.53,-9.77,-13.06
1,-0.06,0.07,0.99,2.81,10.25,30.15
1,-0.08,0.08,1.02,-22.16,12.39,19.59
1,-0.09,0.08,1,-6.29,15.69,10.68
1,0.04,0.16,0.98,-13.49,17.64,7.93
1,-0.02,0.14,1,-17.27,22.77,9.03
1,-0.03,0.14,0.99,-23.93,7.51,-0.61
1,0,0.19,0.94,-10.62,2.38,2.32
1,-0.01,0.13,0.93,-8.54,5.86,1.71
1,-0.04,0.19,1.01,0.73,6.16,2.32
1,-0.03,0.17,0.98,9.89,-2.14,4.58
1,-0.01,0.22,1.02,9.77,-0.49,3.91
1,-0.03,0.15,0.97,8.73,-1.16,10.74
1,-0.06,0.17,0.93,-4.76,-5.8,-0.49
1,-0.09,0.14,1,0.92,-1.83,-1.46
1,-0.04,0.16,0.97,-6.53,4.58,-4.21
1,-0.02,0.15,0.97,9.58,-3.3,1.4
1,-0.03,0.17,1,0.31,-6.47,-2.5
1,-0.01,0.15,0.95,3.78,-4.94,-0.18
